img_name,labels
L15-0608E-1073N_60,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_61,agriculture clear cultivation haze primary road
L15-0608E-1073N_610,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_611,agriculture clear habitation haze primary road water
L15-0608E-1073N_612,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_613,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_614,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_615,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_62,agriculture clear cultivation habitation haze primary
L15-0608E-1073N_63,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_64,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_65,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_66,agriculture clear cultivation haze primary water
L15-0608E-1073N_67,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_68,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_69,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_70,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_71,agriculture clear haze primary
L15-0608E-1073N_710,agriculture clear cultivation haze primary road water
L15-0608E-1073N_711,agriculture clear cultivation haze primary road
L15-0608E-1073N_712,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_713,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_714,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_715,agriculture clear cultivation haze primary water
L15-0608E-1073N_72,agriculture clear cultivation haze primary
L15-0608E-1073N_73,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_74,agriculture clear cultivation haze primary road water
L15-0608E-1073N_75,agriculture clear cultivation haze primary road water
L15-0608E-1073N_76,agriculture cultivation haze primary
L15-0608E-1073N_77,agriculture clear cultivation habitation haze primary
L15-0608E-1073N_78,agriculture clear cultivation habitation haze primary water
L15-0608E-1073N_79,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_80,agriculture clear cultivation haze primary
L15-0608E-1073N_81,agriculture clear cultivation haze primary water
L15-0608E-1073N_810,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_811,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_812,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_813,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_814,agriculture clear cultivation haze primary road water
L15-0608E-1073N_815,agriculture clear habitation haze primary road water
L15-0608E-1073N_82,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_83,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_84,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_85,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_86,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_87,agriculture clear cultivation habitation haze primary
L15-0608E-1073N_88,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_89,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_90,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_91,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_910,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_911,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_912,agriculture clear cultivation habitation haze primary
L15-0608E-1073N_913,agriculture clear cultivation haze primary road
L15-0608E-1073N_914,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_915,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_92,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_93,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_94,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_95,agriculture clear haze primary road
L15-0608E-1073N_96,agriculture clear cultivation habitation haze primary road
L15-0608E-1073N_97,agriculture clear habitation haze primary road water
L15-0608E-1073N_98,agriculture clear cultivation habitation haze primary road water
L15-0608E-1073N_99,agriculture clear cultivation habitation haze primary water
L15-0608E-1074N_00,partly_cloudy primary
L15-0608E-1074N_01,agriculture clear primary water
L15-0608E-1074N_010,agriculture clear cultivation haze primary
L15-0608E-1074N_011,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_012,agriculture clear cultivation habitation haze primary water
L15-0608E-1074N_013,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_014,agriculture clear cultivation habitation haze primary water
L15-0608E-1074N_015,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_02,clear haze primary
L15-0608E-1074N_03,agriculture clear haze primary
L15-0608E-1074N_04,agriculture clear cultivation haze primary
L15-0608E-1074N_05,agriculture cultivation haze primary
L15-0608E-1074N_06,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_07,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_08,agriculture clear cultivation haze primary
L15-0608E-1074N_09,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_10,agriculture clear haze primary water
L15-0608E-1074N_100,clear haze primary
L15-0608E-1074N_101,clear haze primary
L15-0608E-1074N_1010,agriculture clear cultivation haze primary
L15-0608E-1074N_1011,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_1012,agriculture clear haze primary road water
L15-0608E-1074N_1013,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_1014,agriculture clear cultivation primary road water
L15-0608E-1074N_1015,agriculture clear habitation haze primary road water
L15-0608E-1074N_102,clear haze primary
L15-0608E-1074N_103,agriculture clear haze primary road water
L15-0608E-1074N_104,agriculture clear haze primary road water
L15-0608E-1074N_105,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_106,agriculture clear cultivation haze primary water
L15-0608E-1074N_107,agriculture clear cultivation haze primary water
L15-0608E-1074N_108,agriculture clear haze primary road water
L15-0608E-1074N_109,agriculture clear cultivation haze primary
L15-0608E-1074N_11,agriculture clear haze primary water
L15-0608E-1074N_110,clear haze primary
L15-0608E-1074N_111,clear haze primary water
L15-0608E-1074N_1110,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_1111,agriculture clear cultivation haze primary road water
L15-0608E-1074N_1112,agriculture clear cultivation haze primary road water
L15-0608E-1074N_1113,agriculture clear cultivation habitation haze primary road
L15-0608E-1074N_1114,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_1115,agriculture clear cultivation habitation primary road water
L15-0608E-1074N_112,agriculture clear haze primary water
L15-0608E-1074N_113,agriculture clear cultivation haze primary road water
L15-0608E-1074N_114,agriculture clear cultivation habitation haze primary road
L15-0608E-1074N_115,agriculture clear haze primary water
L15-0608E-1074N_116,clear haze primary water
L15-0608E-1074N_117,clear haze primary water
L15-0608E-1074N_118,clear cloudy primary water
L15-0608E-1074N_119,agriculture cultivation haze primary
L15-0608E-1074N_12,agriculture clear primary
L15-0608E-1074N_120,agriculture clear haze primary road water
L15-0608E-1074N_121,agriculture clear cultivation habitation haze primary water
L15-0608E-1074N_1210,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_1211,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_1212,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_1213,agriculture clear cultivation habitation primary road
L15-0608E-1074N_1214,agriculture clear cultivation haze primary water
L15-0608E-1074N_1215,agriculture clear haze primary water
L15-0608E-1074N_122,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_123,agriculture clear haze primary road water
L15-0608E-1074N_124,clear haze primary
L15-0608E-1074N_125,agriculture clear cultivation haze primary
L15-0608E-1074N_126,agriculture clear haze primary water
L15-0608E-1074N_127,agriculture clear cultivation haze primary water
L15-0608E-1074N_128,agriculture clear cultivation habitation haze primary water
L15-0608E-1074N_129,agriculture haze primary road water
L15-0608E-1074N_13,agriculture clear habitation haze primary water
L15-0608E-1074N_130,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_131,agriculture clear haze primary road water
L15-0608E-1074N_1310,agriculture clear cultivation haze primary water
L15-0608E-1074N_1311,agriculture clear cultivation haze primary road water
L15-0608E-1074N_1312,agriculture clear cultivation haze primary
L15-0608E-1074N_1313,agriculture clear cultivation haze primary
L15-0608E-1074N_1314,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_1315,agriculture clear cultivation habitation primary road water
L15-0608E-1074N_132,agriculture clear cultivation haze primary
L15-0608E-1074N_133,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_134,clear haze primary
L15-0608E-1074N_135,agriculture clear haze primary water
L15-0608E-1074N_136,agriculture clear primary water
L15-0608E-1074N_137,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_138,agriculture cultivation haze primary water
L15-0608E-1074N_139,agriculture clear cultivation haze primary
L15-0608E-1074N_14,clear haze primary
L15-0608E-1074N_140,agriculture clear cultivation habitation haze primary road
L15-0608E-1074N_141,clear haze primary
L15-0608E-1074N_1410,agriculture clear haze primary road water
L15-0608E-1074N_1411,agriculture clear haze primary road
L15-0608E-1074N_1412,agriculture clear cultivation haze primary road water
L15-0608E-1074N_1413,agriculture clear cultivation haze primary
L15-0608E-1074N_1414,agriculture clear cultivation habitation haze primary
L15-0608E-1074N_1415,agriculture clear cultivation habitation haze primary road water
L15-0608E-1074N_142,clear haze primary
L15-0608E-1074N_143,agriculture clear haze primary
L15-0608E-1074N_144,agriculture clear cultivation haze primary
L15-0608E-1074N_145,agriculture haze primary water
L15-0608E-1074N_146,agriculture clear haze primary water
L15-0608E-1074N_147,clear cloudy primary water
L15-0608E-1074N_148,agriculture clear cultivation haze primary
L15-0608E-1074N_149,agriculture clear cultivation haze primary
L15-0608E-1074N_15,agriculture clear cultivation haze primary
